Title,Date,Severity,Summary,Link
No CSRF protection on the password change form,2021-07-02T19:19:13Z,Moderate,"CVE-2021-32730was published
                        fororg.xwiki.platform:xwiki-platform-administration-ui(Maven)Jul 2, 2021",https://github.com/advisories/GHSA-v9j2-q4q5-cxh4
The reset password form reveal users email address,2021-07-02T19:19:04Z,Moderate,"CVE-2021-32731was published
                        fororg.xwiki.platform:xwiki-platform-web(Maven)Jul 2, 2021",https://github.com/advisories/GHSA-h4m4-pgp4-whgm
Cross-site scripting (XSS) from field and configuration text displayed in the Panel,2021-07-02T19:18:43Z,High,"CVE-2021-32735was published
                        forgetkirby/cms(Composer)Jul 2, 2021",https://github.com/advisories/GHSA-2f2w-349x-vrqm
XML Entity Expansion,2021-07-02T18:37:31Z,High,"CVE-2021-25951was published
                        forXML2Dict(pip)Jul 2, 2021",https://github.com/advisories/GHSA-gp6m-vqhm-5cm5
Remote code injection,2021-07-02T18:36:41Z,Critical,"CVE-2021-27903was published
                        forcraftcms/cms(Composer)Jul 2, 2021",https://github.com/advisories/GHSA-x2j7-6hxm-87p3
Cross-site Scripting,2021-07-02T18:36:31Z,Moderate,"CVE-2021-27902was published
                        forcraftcms/cms(Composer)Jul 2, 2021",https://github.com/advisories/GHSA-3jxh-789f-p7m6
XXE vulnerability in Jenkins Selenium HTML report Plugin,2021-07-02T18:36:13Z,High,"CVE-2021-21672was published
                        fororg.jenkins-ci.plugins:seleniumhtmlreport(Maven)Jul 2, 2021",https://github.com/advisories/GHSA-hxxp-6546-wv6r
Code injection in Narou,2021-07-02T18:36:01Z,High,"CVE-2021-35514was published
                        fornarou(RubyGems)Jul 2, 2021",https://github.com/advisories/GHSA-gwrj-88fp-5m36
Resource Exhaustion in Spring Security,2021-07-02T18:33:34Z,High,"CVE-2021-22119was published
                        fororg.springframework.security:spring-security-core(Maven)Jul 2, 2021",https://github.com/advisories/GHSA-w9jg-gvgr-354m
API information disclosure flaw in Elasticsearch,2021-07-02T18:33:02Z,Moderate,"CVE-2021-22135was published
                        fororg.elasticsearch:elasticsearch(Maven)Jul 2, 2021",https://github.com/advisories/GHSA-62ww-4p3p-7fhj
XSS Injection in Media Collection Title was possible,2021-07-02T18:32:18Z,Moderate,"CVE-2021-32737was published
                        forsulu/sulu(Composer)Jul 2, 2021",https://github.com/advisories/GHSA-gm2x-6475-g9r8
Cached redirect poisoning via X-Forwarded-Host header,2021-07-01T17:02:38Z,High,"CVE-2021-29479was published
                        forio.ratpack:ratpack-core(Maven)Jul 1, 2021",https://github.com/advisories/GHSA-w6rq-6h34-vh7q
Ratpack's default client side session signing key is highly predictable,2021-07-01T17:02:26Z,Moderate,"CVE-2021-29480was published
                        forio.ratpack:ratpack-session(Maven)Jul 1, 2021",https://github.com/advisories/GHSA-2cc5-23r7-vc4v
Unencrypted storage of client side sessions,2021-07-01T17:02:13Z,Moderate,"CVE-2021-29481was published
                        forio.ratpack:ratpack-session(Maven)Jul 1, 2021",https://github.com/advisories/GHSA-phj8-4cq3-794g
Prototype Pollution in think-helper,2021-07-01T17:01:59Z,High,"CVE-2021-32736was published
                        forthink-helper(npm)Jul 1, 2021",https://github.com/advisories/GHSA-vr5m-3h59-7jcp
Remote Code Execution Vulnerability in Session Storage,2021-07-01T17:01:16Z,Critical,"CVE-2021-29485was published
                        forio.ratpack:ratpack-core(Maven)Jul 1, 2021",https://github.com/advisories/GHSA-hc33-32vw-rpp9
Open Redirect in github.com/AndrewBurian/powermux,2021-07-01T17:00:32Z,Moderate,"CVE-2021-32721was published
                        forgithub.com/AndrewBurian/powermux(Go)Jul 1, 2021",https://github.com/advisories/GHSA-mj9r-wwm8-7q52
Cross site scripting in the system log,2021-07-01T17:00:04Z,Moderate,"CVE-2021-35210was published
                        forcontao/core-bundle(Composer)Jul 1, 2021",https://github.com/advisories/GHSA-h58v-c6rf-g9f7
Resource exhaustion in socket.io-parser,2021-06-30T16:51:31Z,High,"CVE-2020-36049was published
                        forsocket.io-parser(npm)Jun 30, 2021",https://github.com/advisories/GHSA-xfhh-g9f5-x4m4
Denial of Service in miekg-dns,2021-06-29T21:45:07Z,High,"CVE-2017-15133was published
                        forgithub.com/miekg/dns(Go)Jun 29, 2021",https://github.com/advisories/GHSA-p55x-7x9v-q8m4
Improper Authenication in Pion DTLS,2021-06-29T21:34:57Z,Critical,"CVE-2019-20786was published
                        forgithub.com/pion/dtls(Go)Jun 29, 2021",https://github.com/advisories/GHSA-7gfg-6934-mqq2
Incorrect Default Permissions in Binance tss-lib,2021-06-29T21:32:11Z,High,"CVE-2020-12118was published
                        forgithub.com/binance-chain/tss-lib/ecdsa/keygen(Go)Jun 29, 2021",https://github.com/advisories/GHSA-399h-cmvp-qgx5
Path Traversal in Dutchcoders transfer.sh,2021-06-29T21:25:33Z,Critical,"CVE-2021-33497was published
                        forgithub.com/dutchcoders/transfer.sh(Go)Jun 29, 2021",https://github.com/advisories/GHSA-cf55-rq8x-hm6f
Cross-site scripting in Dutchcoders transfer.sh,2021-06-29T21:25:27Z,Moderate,"CVE-2021-33496was published
                        forgithub.com/dutchcoders/transfer.sh(Go)Jun 29, 2021",https://github.com/advisories/GHSA-w3jx-wv97-67ph
CRLF vulnerability in Fiber,2021-06-29T21:24:28Z,Moderate,"CVE-2020-15111was published
                        forgithub.com/gofiber/fiber(Go)Jun 29, 2021",https://github.com/advisories/GHSA-9cx9-x2gp-9qvh
Denial of Service in geth,2021-06-29T21:23:15Z,High,"CVE-2018-19184was published
                        forgithub.com/ethereum/go-ethereum/cmd/evm(Go)Jun 29, 2021",https://github.com/advisories/GHSA-9h4h-8w5p-f28w
Consensus flaw during block processing in github.com/ethereum/go-ethereum,2021-06-29T21:14:16Z,Moderate,"CVE-2020-26265was published
                        forgithub.com/ethereum/go-ethereum(Go)Jun 29, 2021",https://github.com/advisories/GHSA-xw37-57qp-9mm4
Denial of service in github.com/ethereum/go-ethereum,2021-06-29T21:14:07Z,Moderate,"CVE-2020-26264was published
                        forgithub.com/ethereum/go-ethereum(Go)Jun 29, 2021",https://github.com/advisories/GHSA-r33q-22hv-j29q
Denial of service in go-ethereum due to CVE-2020-28362,2021-06-29T21:13:54Z,Critical,"GHSA-m6gx-rhvj-fh52was published
                        forgithub.com/ethereum/go-ethereum(Go)Jun 29, 2021",https://github.com/advisories/GHSA-m6gx-rhvj-fh52
Denial of service in geth,2021-06-29T21:13:20Z,Moderate,"CVE-2020-26242was published
                        forgithub.com/ethereum/go-ethereum(Go)Jun 29, 2021",https://github.com/advisories/GHSA-jm5c-rv3w-w83m
Shallow copy bug in geth,2021-06-29T21:13:01Z,Moderate,"CVE-2020-26241was published
                        forgithub.com/ethereum/go-ethereum(Go)Jun 29, 2021",https://github.com/advisories/GHSA-69v6-xc2j-r2jf
Erroneous Proof of Work calculation in geth,2021-06-29T21:12:56Z,Moderate,"CVE-2020-26240was published
                        forgithub.com/ethereum/go-ethereum(Go)Jun 29, 2021",https://github.com/advisories/GHSA-v592-xf75-856p
Cross-site Scripting in Gogs,2021-06-29T18:32:53Z,Moderate,"CVE-2014-8683was published
                        forgogs.io/gogs(Go)Jun 29, 2021",https://github.com/advisories/GHSA-9hx4-qm7h-x84j
SQL Injection in Gogs,2021-06-29T18:32:48Z,High,"CVE-2014-8682was published
                        forgogs.io/gogs(Go)Jun 29, 2021",https://github.com/advisories/GHSA-g6xv-8q23-w2q3
SQL Injection in gogs.io/gogs,2021-06-29T18:32:44Z,Moderate,"CVE-2014-8681was published
                        forgithub.com/gogits/gogs(Go)Jun 29, 2021",https://github.com/advisories/GHSA-mr6h-chqp-p9g2
Open Redirect,2021-06-29T18:32:39Z,Moderate,"CVE-2018-15178was published
                        forgogs.io/gogs(Go)Jun 29, 2021",https://github.com/advisories/GHSA-cpgw-2wxr-pww3
Arbitrary Command Injection,2021-06-29T18:26:05Z,Critical,"CVE-2021-23399was published
                        forwincred(npm)Jun 29, 2021",https://github.com/advisories/GHSA-v85c-hgq5-7pfw
Missing Authentication for Critical Function,2021-06-29T17:23:10Z,Moderate,"CVE-2021-32709was published
                        forshopware/platform(Composer)Jun 29, 2021",https://github.com/advisories/GHSA-p696-gf58-9w97
Time-of-check Time-of-use (TOCTOU) Race Condition in league/flysystem,2021-06-29T03:13:28Z,Critical,"CVE-2021-32708was published
                        forleague/flysystem(Composer)Jun 29, 2021",https://github.com/advisories/GHSA-9f46-5r25-5wfm
"List of order ids, number, items total and token value exposed for unauthorized uses via new API",2021-06-29T03:12:04Z,Moderate,"CVE-2021-32720was published
                        forsylius/sylius(Composer)Jun 29, 2021",https://github.com/advisories/GHSA-rpxh-vg2x-526v
Regular Expression Denial of Service (ReDoS) in Prism,2021-06-28T18:33:18Z,High,"CVE-2021-32723was published
                        forprismjs(npm)Jun 28, 2021",https://github.com/advisories/GHSA-gj77-59wh-66hg
non-admin users can create integration role with administrator role,2021-06-28T18:21:01Z,Moderate,"GHSA-243q-g9j3-qf6rwas published
                        forshopware/core(Composer)Jun 28, 2021",https://github.com/advisories/GHSA-243q-g9j3-qf6r
Internal hidden fields are visible on to many associations in admin api,2021-06-28T18:20:53Z,Moderate,"GHSA-gpmh-g94g-qrhrwas published
                        forshopware/core(Composer)Jun 28, 2021",https://github.com/advisories/GHSA-gpmh-g94g-qrhr
Private files publicly accessible with Cloud Storage providers,2021-06-28T18:20:42Z,High,"GHSA-vrf2-xghr-j52vwas published
                        forshopware/core(Composer)Jun 28, 2021",https://github.com/advisories/GHSA-vrf2-xghr-j52v
Cross-site scripting,2021-06-28T17:18:04Z,High,"CVE-2021-21422was published
                        formongo-express(npm)Jun 28, 2021",https://github.com/advisories/GHSA-7p8h-86p5-wv3p
Improper Verification of Cryptographic Signature,2021-06-28T17:16:56Z,Critical,"GHSA-7r96-8g3x-g36mwas published
                        fortenvoy(npm)Jun 28, 2021",https://github.com/advisories/GHSA-7r96-8g3x-g36m
Creation of order credits was not validated by acl in admin orders,2021-06-28T16:57:32Z,Low,"GHSA-g7w8-pp9w-7p32was published
                        forshopware/core(Composer)Jun 28, 2021",https://github.com/advisories/GHSA-g7w8-pp9w-7p32
Canceling of orders not related to the logged-in user,2021-06-28T16:57:23Z,Moderate,"GHSA-wq3r-jwrq-xg6wwas published
                        forshopware/core(Composer)Jun 28, 2021",https://github.com/advisories/GHSA-wq3r-jwrq-xg6w
"Reflected cross-site scripting in development mode handler in Vaadin 14, 15-19",2021-06-28T16:56:07Z,Low,"CVE-2021-33604was published
                        forcom.vaadin:vaadin-bom(Maven)Jun 28, 2021",https://github.com/advisories/GHSA-c99r-67x4-whj6
"Possible route enumeration in production mode via RouteNotFoundError view in Vaadin 10, 11-14, and 15-19",2021-06-28T16:55:58Z,Moderate,"CVE-2021-31412was published
                        forcom.vaadin:vaadin-bom(Maven)Jun 28, 2021",https://github.com/advisories/GHSA-qrg9-f472-qwfm
Reflected cross-site scripting in development mode handler in Vaadin,2021-06-28T16:52:45Z,Low,"GHSA-8vfw-v2jv-9hwcwas published
                        forcom.vaadin:flow-server(Maven)Jun 28, 2021",https://github.com/advisories/GHSA-8vfw-v2jv-9hwc
Reflected XSS from the callback handler's error query parameter,2021-06-28T16:46:41Z,High,"CVE-2021-32702was published
                        for@auth0/nextjs-auth0(npm)Jun 28, 2021",https://github.com/advisories/GHSA-954c-jjx6-cxv7
XXE vulnerability in Launch import,2021-06-28T16:45:47Z,High,"CVE-2020-12642was published
                        forcom.epam.reportportal:service-api(Maven)Jun 28, 2021",https://github.com/advisories/GHSA-2jx8-v4hv-gx3h
XXE vulnerability on Launch import with externally-defined DTD file,2021-06-28T16:38:29Z,High,"CVE-2021-29620was published
                        forcom.epam.reportportal:service-api(Maven)Jun 28, 2021",https://github.com/advisories/GHSA-24wf-7vf2-pv59
Improper Privilege Management in HashiCorp Nomad,2021-06-24T20:28:28Z,High,"CVE-2021-3283was published
                        forgithub.com/hashicorp/nomad(Go)Jun 24, 2021",https://github.com/advisories/GHSA-35qp-xq9f-2rjx
Improper network isolation in Hashicorp Nomad,2021-06-24T20:28:21Z,Moderate,"CVE-2021-32575was published
                        forgithub.com/hashicorp/nomad(Go)Jun 24, 2021",https://github.com/advisories/GHSA-vf6q-9f2f-mwhv
Incorrect Authorization in ORY Oathkeeper,2021-06-24T20:16:02Z,High,"CVE-2021-32701was published
                        forgithub.com/ory/oathkeeper(Go)Jun 24, 2021",https://github.com/advisories/GHSA-vfvf-6gx5-mqv6
Potential Denial-of-Service in bindata,2021-06-23T23:42:04Z,Low,"CVE-2021-32823was published
                        forbindata(RubyGems)Jun 23, 2021",https://github.com/advisories/GHSA-hj56-84jw-67h6
SessionListener can prevent a session from being invalidated breaking logout,2021-06-23T20:23:04Z,Low,"CVE-2021-34428was published
                        fororg.eclipse.jetty:jetty-server(Maven)Jun 23, 2021",https://github.com/advisories/GHSA-m6cp-vxjx-65j6
Improper Neutralization of Special Elements in Output in helm.sh/helm/v3,2021-06-23T18:14:40Z,Moderate,"CVE-2021-21303was published
                        forhelm.sh/helm/v3(Go)Jun 23, 2021",https://github.com/advisories/GHSA-c38g-469g-cmgx
Plugin archive directory traversal in Helm,2021-06-23T18:14:36Z,Low,"CVE-2020-4053was published
                        forhelm.sh/helm/v3/pkg/plugin/installer(Go)Jun 23, 2021",https://github.com/advisories/GHSA-qq3j-xp49-j73f
Credential leak in Helm,2021-06-23T18:14:31Z,Moderate,"CVE-2021-32690was published
                        forhelm.sh/helm/v3(Go)Jun 23, 2021",https://github.com/advisories/GHSA-7jr6-prv4-5wf5
Repository credentials passed to alternate domain,2021-06-23T18:14:15Z,Moderate,"GHSA-56hp-xqp3-w2jfwas published
                        forhelm.sh/helm/v3(Go)Jun 23, 2021",https://github.com/advisories/GHSA-56hp-xqp3-w2jf
Unchecked hostname resolution could allow access to local network resources by users outside the local network,2021-06-23T18:04:50Z,Moderate,"GHSA-6rg3-8h8x-5xfvwas published
                        forgithub.com/pterodactyl/wings(Go)Jun 23, 2021",https://github.com/advisories/GHSA-6rg3-8h8x-5xfv
Asymmetric Resource Consumption (Amplification) in Docker containers created by Wings,2021-06-23T18:03:18Z,Moderate,"CVE-2021-32699was published
                        forgithub.com/pterodactyl/wings(Go)Jun 23, 2021",https://github.com/advisories/GHSA-jj6m-r8jc-2gp7
Panic in malformed cerftificate,2021-06-23T18:02:39Z,High,"CVE-2020-7919was published
                        forgithub.com/helm/helm(Go)Jun 23, 2021",https://github.com/advisories/GHSA-cjjc-xp8v-855w
Possible bypass of token claim validation when OAuth2 Introspection caching is enabled,2021-06-23T18:00:20Z,High,"GHSA-qvp4-rpmr-xwrrwas published
                        forgithub.com/ory/oathkeeper(Go)Jun 23, 2021",https://github.com/advisories/GHSA-qvp4-rpmr-xwrr
Access Control Bypass,2021-06-23T17:57:10Z,Moderate,"CVE-2018-20321was published
                        forgithub.com/rancher/rancher(Go)Jun 23, 2021",https://github.com/advisories/GHSA-9qq2-xhmc-h9qr
Inconsistent Interpretation of HTTP Requests in github.com/gin-gonic/gin,2021-06-23T17:53:21Z,High,"CVE-2020-28483was published
                        forgithub.com/gin-gonic/gin(Go)Jun 23, 2021",https://github.com/advisories/GHSA-h395-qcrw-5vmq
Denial of service in GJSON,2021-06-23T17:53:05Z,High,"CVE-2020-35380was published
                        forgithub.com/tidwall/gjson(Go)Jun 23, 2021",https://github.com/advisories/GHSA-w942-gw6m-p62c
Incorrect Permission Assignment for Critical Resource	in Hashicorp Consul,2021-06-23T17:52:33Z,Moderate,"CVE-2020-12797was published
                        forgithub.com/hashicorp/consul/agent/structs(Go)Jun 23, 2021",https://github.com/advisories/GHSA-hwqm-x785-qh8p
XML Processing error in github.com/crewjam/saml,2021-06-23T17:29:42Z,Critical,"CVE-2020-27846was published
                        forgithub.com/crewjam/saml(Go)Jun 23, 2021",https://github.com/advisories/GHSA-4hq8-gmxx-h6w9
Auth bypass in SAML provider,2021-06-23T17:29:06Z,Critical,"GHSA-433w-mm6h-rv9pwas published
                        forgithub.com/netlify/gotrue(Go)Jun 23, 2021",https://github.com/advisories/GHSA-433w-mm6h-rv9p
Hugo can execute a binary from the current directory on Windows,2021-06-23T17:28:26Z,High,"CVE-2020-26284was published
                        forgithub.com/gohugoio/hugo(Go)Jun 23, 2021",https://github.com/advisories/GHSA-8j34-9876-pvfq
Path traversal in github.com/ipfs/go-ipfs,2021-06-23T17:27:44Z,High,"CVE-2020-26279was published
                        forgithub.com/ipfs/go-ipfs(Go)Jun 23, 2021",https://github.com/advisories/GHSA-27pv-q55r-222g
Control character injection in console output in github.com/ipfs/go-ipfs,2021-06-23T17:27:27Z,Moderate,"CVE-2020-26283was published
                        forgithub.com/ipfs/go-ipfs(Go)Jun 23, 2021",https://github.com/advisories/GHSA-r4gv-vj59-cccm
Websocket requests did not call AuthenticateMethod,2021-06-23T17:26:30Z,Moderate,"GHSA-5gjg-jgh4-gppmwas published
                        forgithub.com/ecnepsnai/web(Go)Jun 23, 2021",https://github.com/advisories/GHSA-5gjg-jgh4-gppm
gosaml2 is vulnerable to NULL Pointer Dereference,2021-06-23T17:25:08Z,High,"GHSA-gq5r-cc4w-g8xfwas published
                        forgithub.com/russellhaering/gosaml2(Go)Jun 23, 2021",https://github.com/advisories/GHSA-gq5r-cc4w-g8xf
Authentication Bypass in tyk-identity-broker,2021-06-23T17:23:30Z,Critical,"CVE-2021-23365was published
                        forgithub.com/tyktechnologies/tyk-identity-broker(Go)Jun 23, 2021",https://github.com/advisories/GHSA-599h-8wpj-75xj
Improper input validation in CNCF Cortex,2021-06-23T17:20:38Z,Moderate,"CVE-2021-31232was published
                        forgithub.com/cortexproject/cortex(Go)Jun 23, 2021",https://github.com/advisories/GHSA-m45g-f45x-vv22
Privilege Escalation in fscrypt,2021-06-23T17:18:49Z,Moderate,"CVE-2018-6558was published
                        forgithub.com/google/fscrypt(Go)Jun 23, 2021",https://github.com/advisories/GHSA-qj26-7grj-whg3
Elliptic Curve Key Disclosure in go-jose,2021-06-23T17:17:52Z,Critical,"CVE-2016-9121was published
                        forgithub.com/square/go-jose(Go)Jun 23, 2021",https://github.com/advisories/GHSA-86r9-39j9-99wp
Integer Overflow in go-jose,2021-06-23T17:14:12Z,High,"CVE-2016-9123was published
                        forgithub.com/square/go-jose(Go)Jun 23, 2021",https://github.com/advisories/GHSA-3fx4-7f69-5mmg
Arbitrary File Write via Archive Extraction (Zip Slip),2021-06-23T17:13:29Z,High,"CVE-2020-7667was published
                        forgithub.com/sassoftware/go-rpmutils(Go)Jun 23, 2021",https://github.com/advisories/GHSA-9423-6c93-gpp8
Cross-site Scripting in yii2cmf,2021-06-22T15:25:22Z,Moderate,"CVE-2018-10704was published
                        foryidashi/yii2cmf(Composer)Jun 22, 2021",https://github.com/advisories/GHSA-mvrg-5c4w-7qv4
Deserialization of Untrusted Data in NukeViet,2021-06-22T15:24:59Z,Critical,"CVE-2019-7725was published
                        fornukeviet/nukeviet(Composer)Jun 22, 2021",https://github.com/advisories/GHSA-32wr-8wxm-852c
SQL Injection in NukeViet,2021-06-22T15:24:55Z,Critical,"CVE-2019-7726was published
                        fornukeviet/nukeviet(Composer)Jun 22, 2021",https://github.com/advisories/GHSA-q4qv-fmwc-qxpx
Cross-Site Request Forgery in forkcms,2021-06-22T15:23:45Z,High,"CVE-2020-23264was published
                        forforkcms/forkcms(Composer)Jun 22, 2021",https://github.com/advisories/GHSA-82xf-8h9p-c6qj
Command Injection in Centreon,2021-06-22T15:23:33Z,High,"CVE-2020-13252was published
                        forcentreon/centreon(Composer)Jun 22, 2021",https://github.com/advisories/GHSA-jmgg-wx67-7qfv
Croos-site scripting in Croogo,2021-06-22T15:23:21Z,Low,"CVE-2019-20789was published
                        forcroogo/croogo(Composer)Jun 22, 2021",https://github.com/advisories/GHSA-jfvf-rfmq-qwf8
Session Fixation in Subrion CMS,2021-06-22T15:23:04Z,Moderate,"CVE-2020-12467was published
                        forintelliants/subrion(Composer)Jun 22, 2021",https://github.com/advisories/GHSA-qpxw-6473-ppww
A validation function with the same name as a built-in validator can be called,2021-06-22T15:18:02Z,Low,"CVE-2021-3603was published
                        forphpmailer/phpmailer(Composer)Jun 22, 2021",https://github.com/advisories/GHSA-77mr-wc79-m8j3
Remote Code Execution vulnerability in PHPMailer 6.4.1 running on Windows,2021-06-22T15:17:51Z,High,"CVE-2021-34551was published
                        forphpmailer/phpmailer(Composer)Jun 22, 2021",https://github.com/advisories/GHSA-7q44-r25x-wm4q
Cross-site scripting in PageKit,2021-06-22T15:17:28Z,Moderate,"CVE-2021-32245was published
                        forpagekit/pagekit(Composer)Jun 22, 2021",https://github.com/advisories/GHSA-mrwr-2945-fr22
Form validation can be skipped,2021-06-22T15:15:08Z,Moderate,"CVE-2021-32697was published
                        forneos/form(Composer)Jun 22, 2021",https://github.com/advisories/GHSA-m5vx-8chx-qvmm
Regular Expression Denial of Service (ReDOS),2021-06-22T01:14:09Z,Moderate,"CVE-2021-29060was published
                        forcolor-string(npm)Jun 22, 2021",https://github.com/advisories/GHSA-257v-vj4p-3w2h
Prototype pollution in safe-flat,2021-06-21T17:18:29Z,Critical,"CVE-2021-25927was published
                        forsafe-flat(npm)Jun 21, 2021",https://github.com/advisories/GHSA-33rv-m2gp-mm2r
Prototype pollution in safe-obj,2021-06-21T17:18:20Z,Critical,"CVE-2021-25928was published
                        forsafe-obj(npm)Jun 21, 2021",https://github.com/advisories/GHSA-wpgh-hmv4-r3v5
Cross-site Scripting in ckeditor4,2021-06-21T17:16:42Z,Moderate,"CVE-2021-33829was published
                        forckeditor4(npm)Jun 21, 2021",https://github.com/advisories/GHSA-rgx6-rjj4-c388
Prototype Pollution,2021-06-21T17:16:09Z,Critical,"CVE-2021-25949was published
                        forset-getter(npm)Jun 21, 2021",https://github.com/advisories/GHSA-jv35-xqg7-f92r
Prototype Pollution,2021-06-21T17:14:01Z,Critical,"CVE-2021-25948was published
                        forexpand-hash(npm)Jun 21, 2021",https://github.com/advisories/GHSA-x3wr-v4wx-5qpc
Prototype Pollution in nedb,2021-06-21T17:13:06Z,High,"CVE-2021-23395was published
                        fornedb(npm)Jun 21, 2021",https://github.com/advisories/GHSA-339j-hqgx-qrrx
Prototype Pollution in lutils,2021-06-21T17:12:25Z,Moderate,"CVE-2021-23396was published
                        forlutils(npm)Jun 21, 2021",https://github.com/advisories/GHSA-3r8w-mphv-2f3f
Improper Verification of Cryptographic Signature,2021-06-21T17:12:13Z,Critical,"CVE-2021-32685was published
                        fortenvoy(npm)Jun 21, 2021",https://github.com/advisories/GHSA-5w25-hxp5-h8c9
Denial of service in Valine,2021-06-21T17:11:25Z,Moderate,"CVE-2021-34801was published
                        forvaline(npm)Jun 21, 2021",https://github.com/advisories/GHSA-p2c4-gxp4-j3xp
Missing Handler in @scandipwa/magento-scripts,2021-06-21T17:10:02Z,Moderate,"CVE-2021-32684was published
                        for@scandipwa/magento-scripts(npm)Jun 21, 2021",https://github.com/advisories/GHSA-52qp-gwwh-qrg4
Automatic room upgrade handling can be used maliciously to bridge a room non-consentually,2021-06-21T17:09:22Z,Moderate,"CVE-2021-32659was published
                        formatrix-appservice-bridge(npm)Jun 21, 2021",https://github.com/advisories/GHSA-35g4-qx3c-vjhx
Auto-merging Person Records Compromised,2021-06-21T17:07:47Z,High,"CVE-2021-32691was published
                        for@apollosproject/data-connector-rock(npm)Jun 21, 2021",https://github.com/advisories/GHSA-r578-pj6f-r4ff
Authentication granted to all firewalls instead of just one,2021-06-21T17:03:44Z,High,"CVE-2021-32693was published
                        forsymfony/security-http(Composer)Jun 21, 2021",https://github.com/advisories/GHSA-rfcf-m67m-jcrq
Cache Manipulation Attack in Apache Traffic Control,2021-06-18T22:04:32Z,Moderate,"CVE-2020-17522was published
                        forgithub.com/apache/trafficcontrol(Go)Jun 18, 2021",https://github.com/advisories/GHSA-pw59-4qgf-jxr8
Passing in a non-string 'html' argument can lead to unsanitized output,2021-06-18T19:31:35Z,Moderate,"CVE-2021-32696was published
                        forstriptags(npm)Jun 18, 2021",https://github.com/advisories/GHSA-qxg5-2qff-p49r
CRLF injection,2021-06-18T18:46:43Z,Moderate,"CVE-2020-26137was published
                        forurllib3(pip)Jun 18, 2021",https://github.com/advisories/GHSA-wqvq-5m8c-6g24
"Cross-site scripting in Products.CMFCore, Products.PluggableAuthService, Plone",2021-06-18T18:44:50Z,Moderate,"CVE-2021-33507was published
                        forPlone(pip)Jun 18, 2021",https://github.com/advisories/GHSA-35rg-466w-77h3
Remote Code Execution via traversal in TAL expressions,2021-06-18T18:44:01Z,Moderate,"GHSA-5pr9-v234-jw36was published
                        forZope(pip)Jun 18, 2021",https://github.com/advisories/GHSA-5pr9-v234-jw36
Cross-site Scripting in apache-airflow,2021-06-18T18:43:42Z,Moderate,"CVE-2021-28359was published
                        forapache-airflow(pip)Jun 18, 2021",https://github.com/advisories/GHSA-3xxv-p78r-4fc6
Path traversal in impacket,2021-06-18T18:43:14Z,Critical,"CVE-2021-31800was published
                        forimpacket(pip)Jun 18, 2021",https://github.com/advisories/GHSA-mj63-64x7-57xf
Cross-site scripting in LocalStack,2021-06-18T18:38:09Z,Moderate,"CVE-2021-32091was published
                        forlocalstack(pip)Jun 18, 2021",https://github.com/advisories/GHSA-37m5-42qp-4qpr
Command injection in LocalStack,2021-06-18T18:38:00Z,Critical,"CVE-2021-32090was published
                        forlocalstack(pip)Jun 18, 2021",https://github.com/advisories/GHSA-hpr6-f4vq-mxch
Deserialization of Untrusted Data in Flask-Caching,2021-06-18T18:33:40Z,Moderate,"CVE-2021-33026was published
                        forFlask-Caching(pip)Jun 18, 2021",https://github.com/advisories/GHSA-656c-6cxf-hvcv
Cross-site scripting in Contentful,2021-06-18T18:32:20Z,Moderate,"CVE-2020-13258was published
                        forcontentful(pip)Jun 18, 2021",https://github.com/advisories/GHSA-g5j6-r3x9-gf2m
HTTP Request Smuggling in netius,2021-06-18T18:31:40Z,Moderate,"CVE-2020-7655was published
                        fornetius(pip)Jun 18, 2021",https://github.com/advisories/GHSA-wm2m-xrrp-j74c
Deserialization of Untrusted Data in Tendenci,2021-06-18T18:31:05Z,High,"CVE-2020-14942was published
                        fortendenci(pip)Jun 18, 2021",https://github.com/advisories/GHSA-jqmc-fxxp-r589
Improper Authentication in Apache Airflow,2021-06-18T18:30:11Z,Moderate,"CVE-2021-26697was published
                        forapache-airflow(pip)Jun 18, 2021",https://github.com/advisories/GHSA-fh37-cx83-q542
Apache Airflow Cross-site Scripting,2021-06-18T18:29:54Z,Moderate,"CVE-2020-13944was published
                        forapache-airflow(pip)Jun 18, 2021",https://github.com/advisories/GHSA-4pwq-fj89-6rjc
Billion laughs attack (XML bomb),2021-06-17T20:11:35Z,High,"CVE-2021-32623was published
                        fororg.opencastproject:opencast-kernel(Maven)Jun 17, 2021",https://github.com/advisories/GHSA-9gwx-9cwp-5c2m
Cross-site Scripting in wagtail,2021-06-17T20:10:42Z,Moderate,"CVE-2021-32681was published
                        forwagtail(pip)Jun 17, 2021",https://github.com/advisories/GHSA-xfrw-hxr5-ghqf
Improper Check for Unusual or Exceptional Conditions in json-smart,2021-06-16T18:03:47Z,Moderate,"CVE-2021-27568was published
                        fornet.minidev:json-smart(Maven)Jun 16, 2021",https://github.com/advisories/GHSA-v528-7hrm-frqp
Excessive Iteration Denial of Service in Apache PDFBox,2021-06-16T17:56:46Z,Moderate,"CVE-2021-27807was published
                        fororg.apache.pdfbox:pdfbox(Maven)Jun 16, 2021",https://github.com/advisories/GHSA-2h3j-m7gr-25xj
Insecure temporary file used in com.squareup:connect,2021-06-16T17:53:20Z,Low,"CVE-2021-23331was published
                        forcom.squareup:connect(Maven)Jun 16, 2021",https://github.com/advisories/GHSA-q4hm-fwc9-hmv6
